1920,1960,224,174,124,75,42,8,0,0,0,0,0
1960,2000,230,180,130,80,46,12,0,0,0,0,0
2000,2040,236,186,136,86,50,16,0,0,0,0,0
2040,2080,242,192,142,92,54,20,0,0,0,0,0
2080,2120,248,198,148,98,58,24,0,0,0,0,0
2120,2160,254,204,154,104,62,28,0,0,0,0,0
2160,2200,260,210,160,110,66,32,0,0,0,0,0
2200,2240,266,216,166,116,70,36,3,0,0,0,0
2240,2280,272,222,172,122,74,40,7,0,0,0,0
2280,2320,278,228,178,128,78,44,11,0,0,0,0
2320,2360,284,234,184,134,84,48,15,0,0,0,0
2360,2400,290,240,190,140,90,52,19,0,0,0,0
2400,2440,296,246,196,146,96,56,23,0,0,0,0
2440,2480,302,252,202,152,102,60,27,0,0,0,0
2480,2520,308,258,208,158,108,64,31,0,0,0,0
2520,2560,314,264,214,164,114,68,35,2,0,0,0
2560,2600,320,270,220,170,120,72,39,6,0,0,0
2600,2640,326,276,226,176,126,76,43,10,0,0,0
2640,2680,332,282,232,182,132,82,47,14,0,0,0
2680,2720,338,288,238,188,138,88,51,18,0,0,0
2720,2760,344,294,244,194,144,94,55,22,0,0,0
2760,2800,350,300,250,200,150,100,59,26,0,0,0
2800,2840,356,306,256,206,156,106,63,30,0,0,0
2840,2880,362,312,262,212,162,112,67,34,0,0,0
2880,2920,368,318,268,218,168,118,71,38,4,0,0
2920,2960,374,324,274,224,174,124,75,42,8,0,0
2960,3000,380,330,280,230,180,130,80,46,12,0,0
3000,3040,386,336,286,236,186,136,86,50,16,0,0
3040,3080,392,342,292,242,192,142,92,54,20,0,0
3080,3120,398,348,298,248,198,148,98,58,24,0,0
3120,3160,404,354,304,254,204,154,104,62,28,0,0
3160,3200,410,360,310,260,210,160,110,66,32,0,0
3200,3240,416,366,316,266,216,166,116,70,36,3,0
3240,3280,422,372,322,272,222,172,122,74,40,7,0
3280,3320,428,378,328,278,228,178,128,78,44,11,0
3320,3360,437,384,334,284,234,184,134,84,48,15,0
3360,3400,447,390,340,290,240,190,140,90,52,19,0
3400,3440,457,396,346,296,246,196,146,96,56,23,0
3440,3480,467,402,352,302,252,202,152,102,60,27,0
3480,3520,477,408,358,308,258,208,158,108,64,31,0
3520,3560,487,414,364,314,264,214,164,114,68,35,2
3560,3600,497,420,370,320,270,220,170,120,72,39,6
3600,3640,507,426,376,326,276,226,176,126,76,43,10
3640,3680,517,433,382,332,282,232,182,132,82,47,14
3680,3720,527,443,388,338,288,238,188,138,88,51,18
3720,3760,537,453,394,344,294,244,194,144,94,55,22
3760,3800,547,463,400,350,300,250,200,150,100,59,26
3800,3840,557,473,406,356,306,256,206,156,106,63,30
3840,3880,567,483,412,362,312,262,212,162,112,67,34
3880,3920,577,493,418,368,318,268,218,168,118,71,38
3920,3960,587,503,424,374,324,274,224,174,124,75,42
3960,4000,597,513,430,380,330,280,230,180,130,80,46
4000,4040,607,523,440,386,336,286,236,186,136,86,50
4040,4080,617,533,450,392,342,292,242,192,142,92,54
4080,4120,627,543,460,398,348,298,248,198,148,98,58
4120,4160,637,553,470,404,354,304,254,204,154,104,62
4160,4200,647,563,480,410,360,310,260,210,160,110,66
4200,4240,657,573,490,416,366,316,266,216,166,116,70
4240,4280,667,583,500,422,372,322,272,222,172,122,74
4280,4320,677,593,510,428,378,328,278,228,178,128,78
4320,4360,687,603,520,437,384,334,284,234,184,134,84
4360,4400,697,613,530,447,390,340,290,240,190,140,90
4400,4440,707,623,540,457,396,346,296,246,196,146,96
4440,4480,717,633,550,467,402,352,302,252,202,152,102
4480,4520,727,643,560,477,408,358,308,258,208,158,108
4520,4560,737,653,570,487,414,364,314,264,214,164,114
4560,4600,747,663,580,497,420,370,320,270,220,170,120
4600,4640,757,673,590,507,426,376,326,276,226,176,126
4640,4680,767,683,600,517,433,382,332,282,232,182,132
4680,4720,777,693,610,527,443,388,338,288,238,188,138
4720,4760,787,703,620,537,453,394,344,294,244,194,144
4760,4800,797,713,630,547,463,400,350,300,250,200,150
4800,4840,807,723,640,557,473,406,356,306,256,206,156
4840,4880,817,733,650,567,483,412,362,312,262,212,162
4880,4920,827,743,660,577,493,418,368,318,268,218,168
4920,4960,837,753,670,587,503,424,374,324,274,224,174
4960,5000,847,763,680,597,513,430,380,330,280,230,180
5000,5040,857,773,690,607,523,440,386,336,286,236,186
5040,5080,867,783,700,617,533,450,392,342,292,242,192
